WaferID,Tool,Mean_Thickness,Std_Thickness,Count
AANBD205TEA1,DMT,8577.43,19.91,31
AANBD205TEA1,TFK,8574.03,28.11,31
AANBD228TEH1,BTM,8576.34,24.17,31
AANBD228TEH1,BTM,8577.27,24.35,32
AANBD228TEH1,TFK,8575.04,28.23,32
